Category_1,Category_2,Category_3,Category_4,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0.0,0.0,0.0,1.0,10.0,4,4,225.0,26.0,9.0,28.0,253.465,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,10.0,4,4,248.0,25.0,14.0,47.0,253.465,93.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,2.0
0.0,0.0,0.0,1.0,10.0,5,4,291.0,31.0,12.0,40.0,253.465,93.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,5.0
0.0,0.0,0.0,1.0,10.0,4,4,179.0,51.0,18.0,38.0,253.465,93.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,10.0,4,4,225.0,26.0,9.0,28.0,253.465,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,3.0
1.0,0.0,0.0,0.0,10.0,3,4,291.0,31.0,12.0,40.0,253.465,93.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,8.0
0.0,0.0,0.0,1.0,10.0,3,4,225.0,26.0,9.0,28.0,253.465,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,11.0,5,4,179.0,51.0,18.0,38.0,306.345,93.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
0.0,0.0,1.0,0.0,11.0,5,4,179.0,22.0,17.0,40.0,306.345,93.0,0.0,1.0,2.0,0.0,1.0,0.0,63.0,170.0,22.0,8.0
0.0,0.0,0.0,1.0,11.0,2,4,189.0,29.0,13.0,33.0,306.345,93.0,0.0,0.0,2.0,0.0,0.0,2.0,69.0,167.0,25.0,8.0
1.0,0.0,0.0,0.0,11.0,2,4,291.0,31.0,12.0,40.0,306.345,93.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,40.0
0.0,0.0,0.0,1.0,11.0,4,4,225.0,26.0,9.0,28.0,306.345,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
0.0,0.0,0.0,1.0,11.0,4,4,225.0,26.0,9.0,28.0,306.345,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,3.0
1.0,0.0,0.0,0.0,11.0,6,4,225.0,26.0,9.0,28.0,306.345,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,3.0
0.0,0.0,0.0,1.0,11.0,2,4,248.0,25.0,14.0,47.0,306.345,93.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,1.0
0.0,0.0,0.0,1.0,11.0,3,4,225.0,26.0,9.0,28.0,306.345,93.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,3.0
1.0,0.0,0.0,0.0,11.0,4,4,289.0,36.0,13.0,33.0,306.345,93.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,24.0
0.0,0.0,0.0,1.0,11.0,5,4,291.0,31.0,12.0,40.0,306.345,93.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,3.0
0.0,0.0,0.0,1.0,12.0,3,4,248.0,25.0,14.0,47.0,261.306,97.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,1.0
0.0,0.0,0.0,1.0,12.0,4,4,235.0,11.0,14.0,37.0,261.306,97.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,8.0
0.0,0.0,0.0,1.0,12.0,5,4,225.0,26.0,9.0,28.0,261.306,97.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,12.0,6,4,260.0,50.0,11.0,36.0,261.306,97.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,8.0
0.0,0.0,1.0,0.0,12.0,6,2,246.0,25.0,16.0,41.0,261.306,97.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
0.0,0.0,0.0,1.0,1.0,4,2,225.0,26.0,9.0,28.0,308.593,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,1.0,5,2,225.0,26.0,9.0,28.0,308.593,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,1.0,6,2,225.0,26.0,9.0,28.0,308.593,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
0.0,0.0,0.0,1.0,1.0,2,2,118.0,10.0,10.0,37.0,308.593,95.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,2.0
0.0,0.0,0.0,1.0,1.0,3,2,225.0,26.0,9.0,28.0,308.593,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,1.0,6,2,118.0,10.0,10.0,37.0,308.593,95.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,2.0
0.0,0.0,1.0,0.0,1.0,3,2,289.0,36.0,13.0,33.0,308.593,95.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,1.0,2,2,118.0,10.0,10.0,37.0,308.593,95.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,28.0,0.0
0.0,0.0,0.0,1.0,1.0,3,2,225.0,26.0,9.0,28.0,308.593,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
0.0,0.0,0.0,1.0,1.0,5,2,289.0,36.0,13.0,33.0,308.593,95.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,3.0
1.0,0.0,0.0,0.0,2.0,4,2,246.0,25.0,16.0,41.0,302.585,99.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
1.0,0.0,0.0,0.0,2.0,4,2,179.0,51.0,18.0,38.0,302.585,99.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,2.0,5,2,155.0,12.0,14.0,34.0,302.585,99.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
0.0,0.0,0.0,1.0,2.0,5,2,189.0,29.0,13.0,33.0,302.585,99.0,0.0,0.0,2.0,0.0,0.0,2.0,69.0,167.0,25.0,8.0
0.0,0.0,0.0,1.0,2.0,6,2,260.0,50.0,11.0,36.0,302.585,99.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,2.0
0.0,0.0,0.0,1.0,2.0,6,2,289.0,36.0,13.0,33.0,302.585,99.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
1.0,0.0,0.0,0.0,2.0,2,2,388.0,15.0,9.0,50.0,302.585,99.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,178.0,24.0,8.0
1.0,0.0,0.0,0.0,2.0,3,2,388.0,15.0,9.0,50.0,302.585,99.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,178.0,24.0,8.0
0.0,0.0,0.0,1.0,2.0,3,2,225.0,26.0,9.0,28.0,302.585,99.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,2.0,3,2,179.0,26.0,9.0,30.0,302.585,99.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,1.0
0.0,0.0,0.0,1.0,2.0,3,2,184.0,42.0,7.0,27.0,302.585,99.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,167.0,21.0,8.0
0.0,0.0,0.0,1.0,2.0,5,2,225.0,26.0,9.0,28.0,302.585,99.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,3.0
0.0,0.0,1.0,0.0,2.0,2,2,330.0,16.0,4.0,28.0,302.585,99.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,8.0
0.0,0.0,1.0,0.0,2.0,5,2,189.0,29.0,13.0,33.0,302.585,99.0,0.0,0.0,2.0,0.0,0.0,2.0,69.0,167.0,25.0,8.0
0.0,0.0,0.0,1.0,3.0,3,2,291.0,50.0,12.0,32.0,343.253,95.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,169.0,23.0,2.0
0.0,0.0,1.0,0.0,3.0,3,2,260.0,50.0,11.0,36.0,343.253,95.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,8.0
0.0,0.0,1.0,0.0,3.0,3,2,157.0,27.0,6.0,29.0,343.253,95.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,185.0,22.0,3.0
1.0,0.0,0.0,0.0,3.0,6,2,248.0,25.0,14.0,47.0,343.253,95.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,3.0
1.0,0.0,0.0,0.0,3.0,6,2,260.0,50.0,11.0,36.0,343.253,95.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,40.0
1.0,0.0,0.0,0.0,3.0,2,2,179.0,22.0,17.0,40.0,343.253,95.0,0.0,1.0,2.0,0.0,1.0,0.0,63.0,170.0,22.0,40.0
1.0,0.0,0.0,0.0,3.0,2,2,155.0,12.0,14.0,34.0,343.253,95.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,16.0
0.0,0.0,0.0,1.0,3.0,2,2,260.0,50.0,11.0,36.0,343.253,95.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,16.0
1.0,0.0,0.0,0.0,3.0,3,2,155.0,12.0,14.0,34.0,343.253,95.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,8.0
1.0,0.0,0.0,0.0,3.0,5,2,289.0,36.0,13.0,33.0,343.253,95.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
1.0,0.0,0.0,0.0,3.0,5,2,179.0,22.0,17.0,40.0,343.253,95.0,0.0,1.0,2.0,0.0,1.0,0.0,63.0,170.0,22.0,8.0
0.0,0.0,0.0,1.0,3.0,6,2,260.0,50.0,11.0,36.0,343.253,95.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,4.0
0.0,0.0,0.0,1.0,3.0,6,2,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
1.0,0.0,0.0,0.0,3.0,2,2,279.0,5.0,14.0,39.0,343.253,95.0,0.0,0.0,2.0,1.0,1.0,0.0,68.0,168.0,24.0,8.0
1.0,0.0,0.0,0.0,3.0,3,2,179.0,51.0,18.0,38.0,343.253,95.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,24.0
0.0,0.0,0.0,1.0,3.0,4,2,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
1.0,0.0,0.0,0.0,3.0,2,3,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,8.0
1.0,0.0,0.0,0.0,3.0,2,3,179.0,26.0,9.0,30.0,343.253,95.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,171.0,19.0,1.0
1.0,0.0,0.0,0.0,3.0,3,3,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,8.0
1.0,0.0,0.0,0.0,3.0,4,3,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,16.0
1.0,0.0,0.0,0.0,3.0,4,3,179.0,51.0,18.0,38.0,343.253,95.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,3.0
1.0,0.0,0.0,0.0,3.0,5,3,279.0,5.0,14.0,39.0,343.253,95.0,0.0,0.0,2.0,1.0,1.0,0.0,68.0,168.0,24.0,16.0
0.0,0.0,0.0,1.0,3.0,6,3,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
1.0,0.0,0.0,0.0,3.0,6,3,248.0,25.0,14.0,47.0,343.253,95.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,3.0
0.0,0.0,0.0,1.0,3.0,2,3,225.0,26.0,9.0,28.0,343.253,95.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
0.0,0.0,0.0,1.0,4.0,4,3,291.0,31.0,12.0,40.0,326.452,96.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,1.0
0.0,0.0,0.0,1.0,4.0,4,3,225.0,26.0,9.0,28.0,326.452,96.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,1.0
0.0,0.0,0.0,1.0,4.0,3,3,155.0,12.0,14.0,34.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,1.0
1.0,0.0,0.0,0.0,4.0,4,3,246.0,25.0,16.0,41.0,326.452,96.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,24.0
0.0,0.0,0.0,1.0,4.0,5,3,155.0,12.0,14.0,34.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,1.0
0.0,0.0,0.0,1.0,4.0,6,3,225.0,26.0,9.0,28.0,326.452,96.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,2.0
0.0,0.0,0.0,1.0,4.0,6,3,260.0,50.0,11.0,36.0,326.452,96.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,4.0
1.0,0.0,0.0,0.0,4.0,4,3,179.0,51.0,18.0,38.0,326.452,96.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,24.0
0.0,0.0,0.0,1.0,4.0,5,3,118.0,13.0,18.0,50.0,326.452,96.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,1.0
0.0,0.0,0.0,1.0,4.0,6,3,291.0,31.0,12.0,40.0,326.452,96.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,3.0
1.0,0.0,0.0,0.0,4.0,6,3,246.0,25.0,16.0,41.0,326.452,96.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
0.0,0.0,0.0,1.0,4.0,6,3,291.0,31.0,12.0,40.0,326.452,96.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,1.0
0.0,0.0,0.0,1.0,4.0,6,3,248.0,25.0,14.0,47.0,326.452,96.0,0.0,0.0,2.0,0.0,0.0,1.0,86.0,165.0,32.0,8.0
0.0,0.0,1.0,0.0,4.0,6,3,260.0,50.0,11.0,36.0,326.452,96.0,0.0,0.0,4.0,1.0,0.0,0.0,65.0,168.0,23.0,56.0
0.0,0.0,1.0,0.0,4.0,3,3,289.0,36.0,13.0,33.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
1.0,0.0,0.0,0.0,4.0,4,3,155.0,12.0,14.0,34.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,24.0
0.0,0.0,1.0,0.0,4.0,4,3,378.0,49.0,11.0,36.0,326.452,96.0,0.0,0.0,2.0,0.0,1.0,4.0,65.0,174.0,21.0,8.0
1.0,0.0,0.0,0.0,4.0,5,3,289.0,36.0,13.0,33.0,326.452,96.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,16.0
1.0,0.0,0.0,0.0,4.0,6,3,235.0,11.0,14.0,37.0,326.452,96.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,3.0
0.0,0.0,0.0,0.0,4.0,2,3,235.0,29.0,12.0,48.0,326.452,96.0,1.0,0.0,1.0,0.0,1.0,5.0,88.0,163.0,33.0,0.0
1.0,0.0,0.0,0.0,5.0,4,3,289.0,36.0,13.0,33.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,8.0
0.0,0.0,0.0,1.0,5.0,5,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
0.0,0.0,0.0,1.0,5.0,2,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,1.0
0.0,0.0,1.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,1.0,0.0,5.0,3,3,225.0,26.0,9.0,28.0,378.884,92.0,0.0,0.0,1.0,0.0,0.0,2.0,69.0,169.0,24.0,8.0
1.0,0.0,0.0,0.0,5.0,4,3,184.0,42.0,7.0,27.0,378.884,92.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,167.0,21.0,4.0
0.0,0.0,0.0,1.0,5.0,2,3,155.0,12.0,14.0,34.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,2.0
1.0,0.0,0.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,5.0,4,3,289.0,36.0,13.0,33.0,378.884,92.0,0.0,0.0,2.0,1.0,0.0,1.0,90.0,172.0,30.0,24.0
0.0,0.0,0.0,0.0,5.0,4,3,279.0,5.0,14.0,39.0,378.884,92.0,1.0,0.0,2.0,1.0,1.0,0.0,68.0,168.0,24.0,0.0
0.0,0.0,0.0,0.0,5.0,4,3,330.0,16.0,4.0,28.0,378.884,92.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,182.0,25.0,0.0
0.0,0.0,0.0,0.0,5.0,4,3,388.0,15.0,9.0,50.0,378.884,92.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,178.0,24.0,0.0
1.0,0.0,0.0,0.0,5.0,3,3,179.0,51.0,18.0,38.0,378.884,92.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,1.0
1.0,0.0,0.0,0.0,5.0,4,3,118.0,13.0,18.0,50.0,378.884,92.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,24.0
0.0,0.0,0.0,1.0,6.0,2,3,361.0,52.0,3.0,28.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,4.0,80.0,172.0,27.0,8.0
1.0,0.0,0.0,0.0,6.0,3,3,246.0,25.0,16.0,41.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,24.0
0.0,0.0,0.0,1.0,6.0,5,3,291.0,31.0,12.0,40.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,1.0,73.0,171.0,25.0,4.0
1.0,0.0,0.0,0.0,6.0,2,3,179.0,51.0,18.0,38.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,170.0,31.0,8.0
0.0,0.0,0.0,1.0,6.0,2,3,155.0,12.0,14.0,34.0,377.55,94.0,0.0,0.0,2.0,1.0,0.0,0.0,95.0,196.0,25.0,4.0
1.0,0.0,0.0,0.0,6.0,2,3,246.0,25.0,16.0,41.0,377.55,94.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,170.0,23.0,8.0
1.0,0.0,0.0,0.0,6.0,4,3,118.0,13.0,18.0,50.0,377.55,94.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,178.0,31.0,8.0
1.0,0.0,0.0,0.0,6.0,6,3,235.0,11.0,14.0,37.0,377.55,94.0,0.0,1.0,1.0,0.0,0.0,1.0,88.0,172.0,29.0,16.0
